id;texto
4.3.1.13.8.5;Observa  as  orientações  dispostas  no  [MN,  AE133]  para  a  contratação  de  serviços  de  auditoria  e consultoria  quando  houver  a  possibilidade  de  contratação  da  mesma  empresa  que  realiza  os  serviços  de  auditoria independente sobre as Demonstrações Financeiras da CAIXA. 4.3.1.13.9 INFORMAÇÕES ESPECÍFICAS - OBRAS E SERVIÇOS DE ENGENHARIA
4.3.1.13.9.1;Define Matriz de Riscos nas contratações de obras e serviços de engenharia, informando de forma clara e objetiva os riscos assumidos na execução dos serviços, ou seja, quais os riscos atribuídos à CAIXA e quais serão de responsabilidade da contratada.
4.3.1.13.9.1.1;Nas contratações diretas por dispensa de valor é dispensada a cláusula de Matriz de risco, podendo o gestor solicitar a inclusão se houver necessidade.
4.3.1.13.9.2;A  Matriz  de  Riscos  consiste  em  cláusula  contratual  definidora  de  riscos  e  responsabilidades  entre  as partes  e  caracterizadora  do  equilíbrio  econômico-financeiro  inicial  do  contrato,  em  termos  de  ônus  financeiro decorrente de eventos supervenientes à contratação, contendo, no mínimo, as seguintes informações: ▪ Listagem  de  possíveis  eventos  supervenientes  à  assinatura  do  contrato,  impactantes  no  equilíbrio  econômico - financeiro da avença, e previsão de eventual necessidade de prolação de termo aditivo quando de sua ocorrência.
37;"/ 47 ▪ Estabelecimento preciso das frações do objeto em que haverá liberdade das contratadas para inovar em soluções metodológicas ou tecnológicas, em obrigações de resultado, em termos de modificação das soluções previamente delineadas no anteprojeto ou no projeto básico da licitação; ▪ Estabelecimento  preciso  das  frações  do  objeto  em  que  não  haverá  liberdade  das  contratadas  para  inovar  em soluções metodológicas ou tecnológicas, em obrigações de meio, devendo haver obrigação de identidade entre a execução e a solução pré-definida no anteprojeto ou no projeto básico da licitação;"
4.3.1.13.9.3;Os riscos decorrentes de fatos supervenientes à contratação associados à escolha da solução de projeto básico pela contratante deverão ser alocados como de sua responsabilidade na matriz de riscos.
4.3.1.13.9.4;Nas  contratações  integradas  ou  semi-integradas,  os  riscos  decorrentes  de  fatos  supervenientes  à contratação associados à escolha da solução de projeto básico pela contratante deverão ser alocados como de sua responsabilidade na matriz de riscos.
4.3.1.13.9.5;É vedada a celebração de aditivos decorrentes de eventos supervenientes alocados, na matriz de riscos, como de responsabilidade da contratada.
4.3.1.13.9.6;A  Matriz  de  Risco  poderá  ser  estabelecida  para  outros  objetos  quando  compatível  com  suas características.
4.3.1.13.10;INFORMAÇÕES  ESPECÍFICAS  -  SERVIÇOS  DE  TRANSPORTE  DE  PESSOAS  E  PEQUENOS VOLUMES
4.3.1.13.10.1;"Nas  contratações  cujo  objeto  seja  o  transporte  de  pessoas  e  objetos,  tendo  em  vista  a  seleção  da proposta  mais  vantajosa,  a  mitigação  do  risco  de  sobrepreço  ou  superfaturamento  e  os  princípios  de  eficiência  e economicidade, o gestor deverá: a)  Adotar como referência de preços o veículo médio ou mediano, entre aqueles que atendam às especificações; b)  Utilizar  como  referência  de  consumo  de  combustível  o  consumo  médio  ou  mediano  dos  veículos  que  atendam às especificações; c)  Avaliar, quando da negociação com a empresa que apresentar a melhor proposta, a compatibilidade do consumo de combustível indicado na proposta de preços com os dados de consumo divulgados pelo fabricante; d)  Contemplar regra de depreciação compatível com a realidade de mercado; e)  Empregar regra de precificação do valor do combustível que aproxime os pagamentos dos valores praticados no mercado,  tendo  como  referência  os  valores  divulgados  pela  Agência  Nacional  do  Petróleo,  Gás  Natural  e Biocombustíveis; e f)  Realizar estudos para avaliar a demanda real da franquia mensal dos veículos, tendo por base o histórico recente e as projeções de uso."
4.3.1.13.10.2;No caso de não observância às disposições do item  [MN, 4.3.1.13.10.1], o gestor demandante deverá apresentar as justificativas e conveniência e oportunidade verificadas para o não atendimento.
4.3.1.13.11;INFORMAÇÕES  ESPECÍFICAS  -  CRITÉRIOS  DE  JULGAMENTO  COM  APRESENTAÇÃO  DE PROPOSTA TÉCNICA
4.3.1.13.11.1;"No  caso  de  uso  de  algum  critério  de  julgamento  listado  abaixo,  deverá  ser  definido  e  justificado  os critérios de avaliação das propostas técnicas: ▪ Melhor combinação de técnica e preço; ▪ Melhor técnica ou melhor conteúdo artístico; ▪ Maior retorno econômico; ▪ Melhor destinação de bens alienados."
4.3.1.13.11.2;Em  qualquer  dos  critérios,  deverão  ser  estabelecidos  fatores  objetivos  e  pontuáveis,  tais  como capacitação, experiência dos proponentes, qualidade técnica das propostas (metodologia, organização, tecnologias e  recursos  materiais  a  serem  utilizados)  qualificação  das  equipes  técnicas  envolvidas  na  execução,  bem  como  os critérios pelos quais esses fatores serão avaliados (ponderação de pesos matemáticos).
4.3.1.13.11.3;Na Melhor Combinação de Técnica e Preço, o fator de ponderação mais relevante será limitado a 70% (setenta por cento).
4.3.1.13.11.4;Na Melhor Técnica ou Melhor Conteúdo Artístico, a estimativa de preço deve constar no edital.
4.3.1.13.11.5;Nos  critérios  de  julgamento  “Melhor  combinação  de  técnica  e  preço”  e  “Melhor  técnica  ou  melhor conteúdo  artístico”,  podem  ser  utilizados  parâmetros  de  sustentabilidade  para  pontuação  das  propostas  técnicas  e pontuação mínima para as propostas técnicas cujo não atingimen to implica na desclassificação.
38;/ 47
4.3.1.13.11.6;No Maior Retorno Econômico o edital deverá prever parâmetros objetivos de mensuração da economia gerada com a execução do contrato, que servirá de base de cálculo da remuneração devida ao contratado.
4.3.1.13.12;INFORMAÇÕES ESPECÍFICAS – PERMISSIONÁRIO LOTÉRICO
4.3.1.13.12.1;Na  solicitação  de  contratação  de  permissionários  lotéricos  devem  ser  apresentad as  a  descrição  do objeto,  a  justificativa  da  contratação,  a  lista  e  detalhamento  de  unidades  lotéricas,  suas  localidades  de  instalação com informação sobre área útil mínima, o número de terminais  e os respectivos lances mínimos para cada unidade.
4.3.1.13.12.2;O  edital  padrão  e  a  Circular  CAIXA  atualizados  no  SICLG  suprem  as  informações  necessárias  na solicitação  de  contratação  referentes  ao  detalhamento  da  contratação,  a  exigência  de  garantia  contratual,  as condições de seleção do fornecedor e a definição de multas e sanções, exigidas nos itens [MN, 4.3.1.4], [MN, 4.3.1.8], [MN, 4.3.1.10] e [MN, 4.3.1.11], respectivamente.
4.3.1.13.12.2.1;"Também ficam dispensadas a apresentação dos seguintes documentos: a)  Estudo Preliminar e Mapa de Riscos; b)  Termo de Referência; c)  Pesquisa de preços e Planilha de composição de custos;"
4.3.1.13.13;INFORMAÇÕES ESPECÍFICAS – ATUALIZAÇÃO CONVENÇÃO COLETIVA DE TRABALHO
4.3.1.13.13.1;Nas  solicitações  de  contratação  de  serviços  com  mão  de  obra  cujos  valores  estimados  estejam vinculados à salários normativos e demais benefícios previstos em Convenção Coletiva de Trabalho  – CCT, deverá constar,  obrigatoriamente,  no  documento  de  solicitação  de  contratação  e  na  Proposição,  ressalva  quanto  à possibilidade de atualização dos valores estimados.
4.3.1.13.13.2;A ressalva de que trata o item anterior deverá consignar que eventuais alterações de valores de CCT ocorridas entre a autorização da licitação e  a publicação do edital serão prontamente atualizadas, sem necessidade de nova submissão à alçada de autorização, desde que não haja alteração da alçada decisória aplicável.
4.3.1.13.13.3;Caso a atualização dos valores implique mudança da alçada decisória, deverá ser providenciada nova autorização nos termos do Regime de Alçadas vigente. 4.3.1.14 PREENCHIMENTO DO FORMULÁRIO NO SICLG
4.3.1.14.1;Insere a demanda no SICLG preenchendo as informações conforme orientações constantes do “Guia para cadastramento link: http://www.gecot.mz.caixa/novoportal/upload/GUIA_GESTOR_SICLG.pdf . contratação”, demandas acesso pelo de de
4.3.1.14.2;"Anexa a documentação correspondente da demanda incluindo, no mínimo: a)  CI de solicitação de contratação; b)  Termo de Referência, ou especificações do objeto, no caso de dispensa por valor; c)  Pesquisa de preços, na forma do item [MN, 3.4]; d)  Estudo Preliminar, conforme orientações do item [MN, 3.3.4], exceto para contratações diretas por dispensa de licitação e na seleção de permissionários lotéricos; e)  Mapa de Risco, exceto para contratações diretas por dispensa de licitação; f)  Demais anexos que complementem as informações da contratação. 4.3.1.15 APRESENTAÇÃO DE PROPOSIÇÃO"
4.3.1.15.1;Quando  for  o  caso,  elabora  a  Proposição  contendo  os  elementos  necessários,  tais  como  os  apontados abaixo, sem prejuízo de outras informações consideradas necessárias ao caso concreto, de modo que as unidades responsáveis citadas no item [MN, 4.3.1.12] possam emitir os pareceres, conforme as alçadas do [MN, AL080]:
4.3.1.15.2;Apresenta e relata Proposição perante as devidas instâncias, de acordo com o  [MN, OR134].
4.3.1.15.3;Devem  ser  anexados  à  Proposição  todos  os  documentos  que  a  fundamentaram,  como  pareceres,  notas técnicas, estudos, relatórios, dentre outros, inclusive o Parecer da GECOT, especificado no item  [MN, 4.3.1.12.1]. 4.3.2 GECOT/CECOT
4.3.2.1;Recebe solicitação de contração do Gestor, analisa a demanda em conformidade com este normativo e realiza os  procedimentos  necessários  para  a  realização  do  procedimento  licitatório  ou  da  contratação  direta,  conforme abrangência e alçada.
39;/ 47
4.3.2.1.1;Na solicitação de contratação direta de remanescente, avalia os procedimentos de convocação do licitante remanescente, realizados pelo gestor, respeitada a ordem de classificação, conforme as regras do  [MN, AD028].
4.3.2.2;Verifica se a demanda contempla todas as informações e documentos pertinentes à instrução da contratação, conforme as regras deste normativo.
4.3.2.2.1;A  análise  da  demanda  é  realizada  em  conformidade  com  os  checklists  disponibilizados  n a  ferramenta POUPATEMPO (https://contratos.caixa/poupatempo/) e deverá compor o processo da contratação.
4.3.2.3;Verifica se a estimativa de custos elaborada pelo Gestor contém as premissas dispostas no  item [MN, 3.4].
4.3.2.4;Devolve, via SICLG, a demanda ao Gestor caso não estejam contempladas todas as informações necessárias à contratação para complementações e/ou ajustes.
4.3.2.4.1;O checklist de análise preenchido é enviado na devolução contendo o detalhamento dos itens não atendidos que necessitam de ajustes ou esclarecimentos.
4.3.2.4.2;Poderá ser cancelada a demanda com situação “devolvida” e constante na fila do Gestor com prazo superior a 5 (cinco) dias úteis.
4.3.2.5;Elabora  o  edital  de  licitação  e/ou  minuta  de  contrato,  em  conformidade  com  os  modelos  padronizados disponíveis no SICLG, com observância às especificidades da demanda, informadas pelo Gestor.
4.3.2.5.1;Os  modelos  possuem  cláusulas  gerais,  de  natureza  legal,  que  são  adotadas  conforme  as  exigências  da legislação,  as  orientações  da  área  jurídica  e  as  recomendações  e/ou  determinações  dos  órgãos  de  controle  e fiscalização.
4.3.2.5.2;Os modelos padronizados de minutas de editais, contratos, Ata de RP ou ajustes, disponíveis no SICLG são pré-aprovados  pela  GEAJU  e  a  simples  autuação  no  processo  do  modelo  e  do  Parecer  da  GEAJU  disponíveis  no SICLG já cumpre a exigência legal de visto de advogado da Caixa.
4.3.2.5.2.1;O  ajuste  de  cláusulas  para  adequação  do  edital  e/ou  minuta  de  contrato  às  especificidades  do  caso concreto dispensam nova análise jurídica ou da GECOT quando não conflitarem com aspectos legais e/ou normativos.
4.3.2.6;Submete à análise da GECOT, via LICO como demanda de Normas e Modelos Padronizados – GECOT02, as minutas  de  editais  e/ou  contratos  que  tiverem  alterações  de  cláusulas  que  conflitem  com  as  normas  vigentes  de licitações e contratos.
4.3.2.6.1;Nas solicitações de análise, a CECOT deve evidenciar a alteração realizada no modelo padrão e o eventual conflito com os normativos vigentes de licitações e contratos.
4.3.2.7;Submete  à  análise  da  unidade  jurídica  as  minutas  de  editais  e/ou  contratos  que  tiverem  alterações  nas cláusulas de natureza legal, previamente aprovadas pela GEAJU.
4.3.2.8;Define o modo de disputa, se aberto ou fechado, solicitando subsídios do gestor, conforme o caso.
4.3.2.9;Operacionaliza a contratação, de acordo com o normativo vigente para o tipo de contratação.
4.3.2.10;Autua os processos relativos às contratações, conforme dispos ições do item [MN, 4.1].
4.3.2.11;Nos Pareceres emitidos pela GECOT relativos à licitações para contratações com mão de obra  cujos valores estejam vinculados a Convenção Coletiva de Trabalho – CCT, deverá constar obrigatoriamente, nas disposições finais ressalva quanto à possibilidade de atualização dos valores  estimados.
4.3.2.11.1;A ressalva deverá consignar que eventuais alterações de salários normativos e demais benefícios previstos em CCT, ocorridas entre a autorização da licitação e o recebimento das propostas serão refletidas na estimativa da contratação,  sem  necessidade  de  nova  submissão  à  alçada,  salvo  se  a  atualização  ensejar  mudança  da  alçada decisória. 4.4 FORMALIZAÇÃO DE CONTRATO 4.4.1 GECOT/CECOT
4.4.1.1;Para a elaboração do contrato a GECOT/CECOT utiliza a minuta que integrou o edital no caso de contratação decorrente  de  licitação,  ou,  no  caso  de  contratação  direta,  adota  o  modelo  contendo  as  cláusulas  padronizadas, conforme modelos de contratos disponibilizados no SICLG.
4.4.1.2;Recebe  o  processo  com  a  autorização  de  contratação,  pela  autoridade  detentora  de  alçada  em  razão  da matéria a ser deliberada e de acordo com o Regime de Alçadas, constante do  [MN, AL080].
4.4.1.3;Atualiza o SICLG conforme a conclusão de cada fase da contratação.
4.4.1.4;Consulta a validade da proposta e, caso esteja vencida, solicita a revalidação ao fornecedor.
4.4.1.4.1;Caso  o  fornecedor  não  revalide  a  proposta,  a  CECOT  providencia  os  procedimentos  de  retomada  do certame.
40;/ 47
4.4.1.5;Realiza  todas  as  consultas  relacionadas  aos  impedimentos  para  contratação,  de  acordo  com  o  item   [MN, 4.6.1].
4.4.1.6;Verifica a situação de regularidade do fornecedor, conforme itens  [MN, 4.6.2] a [MN, 4.6.4].
4.4.1.7;Verifica se há pré-comprometimento de recursos cadastrado no SAP, conforme valor contratado, se for o caso, atentando-se para as regras do item [MN, 3.6.6], em seguida, anexa a tela e anexa ao processo, para constar como evidência de reserva orçamentária.
4.4.1.7.1;Na  hipótese  de  o  pré-comprometimento  não  contemplar  o  valor  previsto  para  a  contratação,  solicita  ao Gestor para que ele suplemente a reserva orçamentária para a nova contratação.
4.4.1.7.1.1;O  item  [MN,  4.4.1.7.1]  não  se  aplica  para  registro  de  pré-comprometimento  com  valores  superiores  ao valor da nova contratação, pois uma vez que o Gestor criar Plano de Compromisso o valor sobressalente será liberado para utilização.
4.4.1.8;Emite o contrato ou a Ata de RP, a partir da minuta publicada juntamente com o edital, no caso de licitação ou, no caso de contratação direta, utiliza os modelos padronizados disponíveis no SICLG.
4.4.1.9;Encaminha a minuta de contrato à unidade jurídica de abrangência para análise e aprovação, caso ainda não tenha  sido  aprovada  como  anexo  de  edital  de  licitação  ou  como  modelo  padronizado,  com  minuta  visada  e disponibilizada no SICLG ou como modelo com o mesmo objeto já visado anteriormente pela área jurídica da CAIXA.
4.4.1.9.1;Efetua as adequações conforme parecer jurídico, se for o caso.
4.4.1.10;Convoca o licitante vencedor ou o destinatário de contratação para assinar o termo de contrato, observados o prazo e as condições estabelecidos em edital e/ou contrato, sob pena de decadência do direito à contratação.
4.4.1.10.1;O prazo de convocação poderá ser prorrogado 1 (uma) vez, por igual período.
4.4.1.10.2;Quando se tratar de contratação de empresas reunidas em consórcio, esse período poderá ser prorrogado pelo  prazo  necessário  para  a  constituição  do  consórcio,  mediante  apresentação  do  protocolo  de  constituição  do consórcio registrado na junta comercial.
4.4.1.11;Exige do fornecedor a assinatura da Declaração de Vedação ao Nepotismo, que integra o contrato e consta do modelo padronizado disponível no SICLG.
4.4.1.12;Caso  o  fornecedor  a  ser  contratado  seja  MPE  optante  pelo  Simples  Nacional,  para  obter  o  benefício  da dispensa  de  retenção  dos  tributos  federais,  deve  assinar  também  a  Declaração  de  Empresas  Optantes  do  Simples Nacional  –  Anexo  IV  da  IN  RFB  1.244/2012,  que  integra  o  contrato  e  consta  do  modelo  padronizado  disponível  no SICLG, nos termos do [MN, MO37321].
4.4.1.13;Identifica o representante da empresa e a legitimidade dos seus poderes, verificando:
4.4.1.13.1.1;"No  ato  da  assinatura,  quando  o  responsável  pela  assinatura  for  o  proprietário   da  empresa,  sócio, dirigente  ou  assemelhado,  solicita  cópia  do  respectivo  Estatuto  ou  Contrato  Social,  no  qual  estejam  expressos  os poderes  do  mandatário  responsável  pela  assinatura  do  contrato  ou  da  Ata  de  RP,  para  exercer  direitos  e  assumir obrigações em decorrência de tal investidura, e solicita identidade e CPF;"
4.4.1.13.1.2;"No  caso  de  ser  nomeado  representante,  solicita  procuração  específica,  feita  por  meio  de  instrumento público, ou particular com firma reconhecida, estabelecendo poderes específicos para assumir obrigações em nome da empresa;"
4.4.1.13.1.3;"A  procuração  particular  deve  ser  acompanhada  do  Contrato  Social  para  que  seja  comprovado  que  o signatário outorgante da procuração tem poderes para tal, bem como identidade e CPF do outorgado;"
4.4.1.14;Os  documentos  juntados  ao  processo  devem  ser  apresentados  em  bom  estado,  sem  rasuras  e/ou incorreções, legíveis, com consistência técnica, de forma a garantir a sua validade e autenticidade.
4.4.1.14.1;Serão aceitos como autênticos os documentos do fornecedor enviados pelo Portal Licitações CAIXA ou via e-mail.
4.4.1.14.1.1;O  condutor  do  processo  de  contratação  poderá  exigir  para  conferência  a  apresentação  do  documento em  cópia  autenticada,  ou  publicação  em  órgão  da  imprensa  oficial,  ou  cópia  acompanhada  do  original,  caso  exista dúvida a respeito da autenticidade do documento.
4.4.1.14.1.2;Os  documentos  que  exigem  assinatura  podem  ser  assinados  na  forma  física  ou  na  forma  eletrônica qualificada,  utilizando  Certificado  Digital  no  padrão  da  Infraestrutura  de  Chaves  Públicas  Brasileira  –ICP  Brasil,  ou avançada, por Sistemas eletrônicos com senha pessoal e intransferível  capaz de comprovar a autoria e a integridade dos documentos, a exemplo da assinatura Gov.br.
4.4.1.14.1.3;Em  caso  de  dúvidas  quanto  à  autenticidade/autoria  dos  documentos  com  assinatura  física,  o  condutor do processo de contratação também poderá exigir a sua apresentação com firma reconhecida em cartório.
4.4.1.14.1.4;A entrega de documentos na forma física, caso necessária, deve ser endereçada à CECOT, condutora do certame/contratação.
41;/ 47
4.4.1.14.1.5;A assinatura digital deve ser verificada para garantir a autoria e integridade do documento.
4.4.1.14.1.6;Para  certificado  digital  no  padrão  ICP  Brasil,  as  verificações  podem  utilizar  os  serviços  de  Validar Assinatura do SERPRO e o Validar do ITI, disponível no site do Instituto Nacional de Tecnologia da Informação.
4.4.1.14.2;A verificação de conformidade das assinaturas digitais, deve compor o processo administrativo.
4.4.1.14.2.1;Os  documentos  de  identificação  e  representação  são  juntados  aos  autos  do  processo  seguindo  os procedimentos de autuação desta norma.
4.4.1.14.2.2;No  caso  de  a  assinatura  contratual  ocorrer  fora  das  dependências  da  área  contratante,  encaminha  o contrato  ao  fornecedor  em  meio  eletrônico,  em  documento  não  editável  (formato  PDF,  por  exemplo)  e  adota  as providências cabíveis para atestar a veracidade da assinatura, bem como da conferência dos poderes pelo subscritor para assunção daqueles atos.
4.4.1.15;Publica no DOU, conforme [MN, AE008], o resumo do contrato ou da Ata de RP, para eficácia e início de sua vigência, juntando ao processo a comprovação da publicação.
4.4.1.16;Recebe e arquiva a garantia de execução contratual, se for o caso.
4.4.1.17;Inclui o contrato e anexos no SICLG.
4.4.1.18;Realiza  o  cadastramento  do  contrato  no  ERP/SAP,  conforme  orientação  das  cartilhas  disponíveis  no endereço eletrônico: https://caixa.sharepoint.com/teams/O365GRP-aprendizagemsipge/.
4.4.1.19;Anexa no SICLG as consultas e diligências, se for o caso.
4.4.1.20;Envia o contrato ou a Ata de RP ao fornecedor, inclui o arquivo no SICLG, de acordo com as orientações da Cartilha  que  consta  do  Banco  do  Saber,  arquivo  FAQ  SICLG  Versão  2.0  -  Instrumentos  Contratuais,  disponível  na página da GECOT na intranet, endereço eletrônico http://www.gecot.mz.caixa.
4.4.1.21;O checklist de procedimentos de contratação disponibilizado no SICLG  pode ser utilizado para conferência dos procedimentos.
4.4.1.22;O  processo  autuado  no  SICLG  fica  disponível  à  CEFOR  para  tratamento   das  demandas  de  gestão  formal relacionadas no [MN, AD242]. 4.4.2 GESTOR
4.4.2.1;Consulta no SICLG o contrato ou a ARP e faz a gestão operacional, conforme  [MN, AD242]. 4.5 CONTROLE DA ATA DE REGISTRO DE PREÇOS 4.5.1 GESTOR
4.5.1.1;Quando houver a necessidade de contratação do bem ou serviço objeto da Ata de RP encaminha a solicitação à CECOT, observado o saldo para não extrapolar o valor/quantidade global previsto. 4.5.2 CECOT
4.5.2.1;"Gerencia a Ata de RP, no que se refere: ▪ ao  controle  do  saldo,  em  relação  ao  valor  e  a  quantidade,  por  meio  de  conferência  dos  relatórios  disponíveis  no ERP/SAP; ▪ ao pedido de adesão de outros órgãos/entidades ou à utilização por outras regionais da CAIXA; ▪ a todas as tratativas junto ao Órgão Gerenciador no caso de a CAIXA aderir à Ata de outro órgão/entidade; ▪ à revogação da Ata; e ▪ à negociação de preços com fornecedores."
4.5.2.2;Recebe a solicitação do gestor para formalizar as contratações decorrentes da Ata de RP.
4.5.2.3;Verifica a validade e o saldo da Ata de RP, fazendo o acompanhamento para não extrapolar o valor/quantidade global previsto.
4.5.2.4;Para  emissão  e  assinatura  do  contrato  adota,  no  que  for  cabível,  os  procedimentos  previstos  no  item  [MN, 4.4.1].
4.5.2.4.1;A assinatura da última parte deverá ser obrigatoriamente do representante CAIXA.
4.5.2.4.2;Adicionalmente, realiza a liberação dos pedidos registrados no ERP/SAP, através da transação ZMM9006, apenas quanto às contratações formalizadas pela GECOT/CECOT.
42;/ 47
4.5.2.5;Encaminha  nos  termos  do  [MN,  AE008],  o  extrato  de  contrato  para  fins  de  publicação  no  DOU,  em conformidade com o item [MN, 3.6.5].
4.5.2.6;Anexa ao processo a publicação do extrato de contrato efetuada no DOU.
4.5.2.7;Envia o contrato assinado ao fornecedor e autua o contrato no processo no SICLG.
4.5.2.8;Compete à CECOT disponibilizar no SICLG os contratos , que serão consultados pelo Gestor e pela CEFOR e, no caso de aquisição de material permanente, também pela Coordenação Suprimento.
4.5.2.8.1;Também  devem  ser  disponibilizados  no  SICLG  a  proposta  e  a  planilha  de  custos  e  formação  dos  preços contratados, para consulta pelas unidades indicadas no item anterior. 4.6 CONSULTAS  DE  IMPEDIMENTOS  PARA  LICITAR  E  CONTRATAR  E  DA  REGULARIDADE  DO FORNECEDOR 4.6.1 IMPEDIMENTOS PARA CONTRATAÇÃO
4.6.1.1;Na data de convocação da  empresa para formalização da contratação, bem como na data de  assinatura do contrato, independentemente do valor do instrumento contratual, é necessário verificar se há suspensão para licitar ou  contratar  com  a  CAIXA,  impedimento  de  licitar  ou  contratar  com  a  União  ou  declaração  de  inidoneidade,  ativas para a empresa a ser contratada, ou pessoas físicas ou jurídicas enquadradas no item  [MN, 3.1.11.5].
4.6.1.1.1;Considera-se  como  data  de  assinatura  do  contrato,  a  data  em  que  ocorrer  a  aposição  de  assinatura  pela última parte.
4.6.1.1.2;Nos contratos derivados de ARP, as consultas deverão ser realizadas apenas na data da assinatura.
4.6.1.2;Estará impedida de ser contratada pela CAIXA a empresa:
4.6.1.2.1;"Cujo  administrador  ou  sócio  detentor  de  mais  de  5%  (cinco  por  cento)  do  capital  social  seja  diretor  ou empregado da CAIXA; a)  A  consulta  é  realizada  no  SILIC,  aba  “Fornecedores”,  opção  “Nepotismo”,  a  partir  do  CNPJ  da  empresa  para verificação  dos  sócios  e  do  CPF  do  administrador,  caso  este  não  faça  parte  do  quadro  societário.  No  caso  de contratação  de  Pessoa  Jurídica  constituída  como  MEI,  a  consulta  deve  ser  realizada  pelo  CPF  do microempreendedor individual. b)  Caso  o  administrador  ou  sócio  detentor  de  mais  de  5%  (cinco  por  cento)  do  capital  social  se  encontre  com contrato de trabalho ativo na CAIXA, a situação do vínculo deverá ser diligenciada junto à GETEM. c)  O  percentual  de  participação  societária  deve  ser  verificado  no  contrato  social/alterações  da  empresa  a  ser contratada."
4.6.1.2.2;"Suspensa pela CAIXA ou impedida de contratar no âmbito da União; a)  A consulta é realizada nas seguintes ferramentas: ▪  SICAF, módulo “Consulta”, opção “Situação do Fornecedor”, relatório de Ocorrências Impeditivas Vigentes, a partir do CNPJ/CPF a ser contratado. ▪ CEIS,  CNEP,  CEPIM  e  CNCIA  por  meio  da  página  de  Consultas  Restritivas,  a  partir  do  CNPJ/CPF  a  ser contratado. ▪ No caso do CNCIA, deve ser verificado se consta no registro da pessoa física ou jurídica resposta “SIM” à pena de “Proibição de Contratar com o Poder Público”, pelo prazo assinalado."
4.6.1.2.3;"Declarada inidônea; a)  A consulta é realizada no CEIS e CNCIA por meio da página de Consultas Restritivas, a partir do CNPJ/CPF a ser contratado."
4.6.1.2.4;"Constituída por sócio de empresa que estiver suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea por meio do SICAF, módulo Consulta, opção Níveis de Cadastramento, Consulta Nível II – Habilitação Jurídica."
43;/ 47 ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos documentos que comprovem que o sócio da empresa a ser contratada não é sócio da empresa suspensa, impedida ou declarada inidônea.
4.6.1.2.5;"Cujo administrador seja sócio de empresa suspensa, impedida ou declarada inidônea; a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção Quadro de Participação Societária/Administrativa; ▪ à empresa a ser contratada, solicitando a apresentação de documentos comprobatórios de que o administrador não é sócio da empresa suspensa, impedida ou declarada inidônea."
4.6.1.2.6;"Constituída  por  sócio  ou  cujo  administrador  tenha  sido  sócio  ou  administrador  de  empresa  suspensa, impedida ou declarada inidônea, no período dos fatos que deram ensejo à sanção; a)  A  consulta  é  realizada  no  SICAF,  módulo  Consulta,  opção  Situação  do  Fornecedor,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo “Consulta”, opção “Quadro de Participação Societária/Administrativa”; ▪ download dos contratos sociais da empresa a ser contratada e da empresa suspensa, impedida ou declarada inidônea  por  meio  do  SICAF,  módulo  “Consulta”,  opção  “Níveis  de  Cadastramento”,  Consulta  Nível  II  – Habilitação Jurídica. ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos documentos que comprovem que o sócio ou administrador da empresa a ser contratada não foi sócio ou administrador da empresa suspensa, impedida ou declarada inidônea no período dos fatos que deram ensejo à sanção."
4.6.1.2.7;"Que tiver, nos seus quadros de diretoria, pessoa que participou, em razão de vínculo de mesma natureza, de empresa declarada inidônea. a)  A  consulta  é  realizada  no  SICAF,  módulo  “Consulta”,  opção  “Situação  do  Fornecedor”,  relatório  de  Prováveis Impedimentos Indiretos, a partir do CNPJ/CPF a ser contratado. b)  Para verificar o impedimento, devem ser realizadas, no mínimo, as diligências abaixo relacionadas: ▪ ao SICAF, módulo Consulta, opção Dirigentes; ▪ à empresa a ser contratada para ratificar/atualizar as informações cadastradas no SICAF, com a apresentação dos  documentos  que  comprovem  que  o  dirigente  da  empresa  a  ser  contratada  não  atuou  como  dirigente  da empresa  declarada  inidônea  durante  o  período  de  vigência  da  sanção  ou  no  período  dos  fatos  que  deram ensejo à inidoneidade."
4.6.1.2.8;Aplica-se a vedação prevista no subitem [MN, 3.1.11.1]:
